Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts,duration,duration_formatted,Found
55238502,2022-08-28 23:26:03,2022-08-29 02:38:56,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11211.0,215 POWERS STREET,215 POWERS STREET,HUMBOLDT STREET,BUSHWICK AVENUE,HUMBOLDT STREET,BUSHWICK AVENUE,ADDRESS,BROOKLYN,POWERS STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,08/29/2022 02:38:56 AM,01 BROOKLYN,3027780023.0,BROOKLYN,1000442.0,198908.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.71261844170618,-73.9415932698404,"(40.71261844170618, -73.9415932698404)",17613.0,36.0,2.0,30.0,56.0,3.214722222222222,0 days 3 hours 12 minutes 53 seconds,0.0
55237185,2022-08-28 23:24:45,2022-09-01 15:40:19,DHS,Department of Homeless Services,Encampment,,Street/Sidewalk,10001.0,506 WEST   29 STREET,506 WEST   29 STREET,HIGH LINE,11 AVENUE,HIGH LINE,11 AVENUE,ADDRESS,NEW YORK,WEST   29 STREET,,Closed,,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,09/01/2022 03:40:22 PM,04 MANHATTAN,1007000027.0,MANHATTAN,983587.0,213193.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75184205131077,-74.00239293848357,"(40.75184205131077, -74.00239293848357)",11722.0,12.0,4.0,10.0,6.0,88.25944444444444,3 days 16 hours 15 minutes 34 seconds,1.0
55239761,2022-08-28 23:18:54,2022-08-31 00:39:50,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,11377.0,"64-01, Broadway, Woodside, Queens, City of New York, New York, 11377, United States","64-01, Broadway, Woodside, Queens, City of New York, New York, 11377, United States",,,,,ADDRESS,City of New York,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,08/31/2022 12:39:50 AM,Unspecified QUEENS,,QUEENS,1012386.0,212417.0,MOBILE,Unspecified,QUEENS,,,,R,,,Mezzanine,40.74966739007307,-73.89845319094752,"(40.74966739007307, -73.89845319094752)",14787.0,53.0,3.0,33.0,66.0,49.34888888888889,2 days 1 hours 20 minutes 56 seconds,0.0
55235874,2022-08-28 23:07:50,2022-08-31 00:40:08,DHS,Department of Homeless Services,Homeless Person Assistance,,House of Worship,10036.0,308 WEST   46 STREET,308 WEST   46 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   46 STREET,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",08/31/2022 12:40:08 AM,04 MANHATTAN,1010360037.0,MANHATTAN,987431.0,216177.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.76003182397242,-73.9885175365418,"(40.76003182397242, -73.9885175365418)",13094.0,12.0,4.0,10.0,10.0,49.53833333333333,2 days 1 hours 32 minutes 18 seconds,1.0
55233164,2022-08-28 22:35:42,2022-08-30 06:49:53,DHS,Department of Homeless Services,Encampment,,Residential Building/House,10036.0,406 WEST   45 STREET,406 WEST   45 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,NEW YORK,WEST   45 STREET,,Closed,,"The Department of Homeless Services (DHS) visited the location but could not find the condition you reported. If it still exists, please submit a new Service Request.",08/30/2022 06:50:00 AM,04 MANHATTAN,1010547502.0,MANHATTAN,986549.0,216363.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.76054261961606,-73.99170123046282,"(40.76054261961606, -73.99170123046282)",13094.0,12.0,4.0,10.0,10.0,32.23638888888889,1 days 8 hours 14 minutes 11 seconds,0.0
55233179,2022-08-28 22:05:36,2022-08-29 02:11:26,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11215.0,5 AVENUE,5 AVENUE,5 AVENUE,PROSPECT AVENUE,5 AVENUE,PROSPECT AVENUE,INTERSECTION,BROOKLYN,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,08/29/2022 02:11:26 AM,07 BROOKLYN,,BROOKLYN,986873.0,181250.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.664165716214136,-73.99054535826879,"(40.664165716214136, -73.99054535826879)",17617.0,9.0,2.0,27.0,45.0,4.097222222222222,0 days 4 hours 5 minutes 50 seconds,0.0
55241030,2022-08-28 21:57:10,2022-08-31 01:35:44,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,10001.0,"28th Street, 7th Avenue, Flower District, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10001, United States","28th Street, 7th Avenue, Flower District, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10001, United States",,,,,ADDRESS,City of New York,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,08/31/2022 01:35:44 AM,Unspecified MANHATTAN,,MANHATTAN,986088.0,211507.0,MOBILE,Unspecified,MANHATTAN,,,,1,1 Downtown,,Platform,40.74721424025434,-73.99336664342263,"(40.747214240254344, -73.99336664342263)",11722.0,11.0,4.0,10.0,7.0,51.64277777777778,2 days 3 hours 38 minutes 34 seconds,0.0
55239758,2022-08-28 21:47:31,2022-08-31 00:40:41,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,10007.0,"National September 11 Memorial & Museum, 180, Greenwich Street, Manhattan Community Board 1, Manhattan, New York County, City of New York, New York, 10007, United States","National September 11 Memorial & Museum, 180, Greenwich Street, Manhattan Community Board 1, Manhattan, New York County, City of New York, New York, 10007, United States",,,,,ADDRESS,City of New York,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,08/31/2022 12:40:41 AM,Unspecified MANHATTAN,,MANHATTAN,980871.0,198617.0,MOBILE,Unspecified,MANHATTAN,,,,1,,,Mezzanine,40.71183388731198,-74.01218836488958,"(40.71183388731198, -74.01218836488958)",11727.0,56.0,4.0,32.0,1.0,50.88611111111111,2 days 2 hours 53 minutes 10 seconds,0.0
55233188,2022-08-28 21:45:55,2022-08-31 00:39:58,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,10007.0,"National September 11 Memorial & Museum, 180, Greenwich Street, Manhattan Community Board 1, Manhattan, New York County, City of New York, New York, 10007, United States","National September 11 Memorial & Museum, 180, Greenwich Street, Manhattan Community Board 1, Manhattan, New York County, City of New York, New York, 10007, United States",,,,,ADDRESS,City of New York,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,08/31/2022 12:39:58 AM,Unspecified MANHATTAN,,MANHATTAN,980871.0,198617.0,MOBILE,Unspecified,MANHATTAN,,,,1,,,Mezzanine,40.71183388731198,-74.01218836488958,"(40.71183388731198, -74.01218836488958)",11727.0,56.0,4.0,32.0,1.0,50.90083333333333,2 days 2 hours 54 minutes 3 seconds,0.0
55234476,2022-08-28 21:39:46,2022-08-28 23:18:16,DHS,Department of Homeless Services,Encampment,,Street/Sidewalk,11377.0,39-63 63 STREET,39-63 63 STREET,FLUSHING LINE,TRIMBLE ROAD,FLUSHING LINE,TRIMBLE ROAD,ADDRESS,WOODSIDE,63 STREET,,Closed,,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,08/28/2022 11:18:20 PM,02 QUEENS,4012950047.0,QUEENS,1011600.0,210845.0,PHONE,Unspecified,QUEENS,,,,,,,,40.745355113918,-73.90129636675384,"(40.745355113918, -73.90129636675384)",14787.0,53.0,3.0,33.0,66.0,1.6416666666666666,0 days 1 hours 38 minutes 30 seconds,1.0
55241009,2022-08-28 21:28:09,2022-09-01 08:48:41,DHS,Department of Homeless Services,Encampment,,Residential Building/House,10029.0,1630 PARK AVENUE,1630 PARK AVENUE,PEDRO PETE VELEZ CIRCLE,EAST  116 STREET,PEDRO PETE VELEZ CIRCLE,EAST  116 STREET,ADDRESS,NEW YORK,PARK AVENUE,,Closed,,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,09/01/2022 08:48:46 AM,11 MANHATTAN,1016210036.0,MANHATTAN,999904.0,230384.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.799012989237006,-73.94346062505505,"(40.799012989237006, -73.94346062505505)",12426.0,7.0,4.0,35.0,16.0,83.34222222222222,3 days 11 hours 20 minutes 32 seconds,1.0
55235804,2022-08-28 21:22:01,2022-08-28 21:54:45,DHS,Department of Homeless Services,Homeless Person Assistance,,Park/Playground,11368.0,102-02 CORONA AVENUE,102-02 CORONA AVENUE,102 STREET,103 STREET,102 STREET,103 STREET,ADDRESS,CORONA,CORONA AVENUE,,Closed,,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",08/28/2022 09:54:45 PM,04 QUEENS,4019280001.0,QUEENS,1022638.0,210457.0,MOBILE,,QUEENS,,,,,,,,40.74424912582528,-73.86146351187519,"(40.74424912582528, -73.86146351187519)",14510.0,66.0,3.0,21.0,68.0,0.5455555555555556,0 days 0 hours 32 minutes 44 seconds,
55237169,2022-08-28 21:19:53,2022-08-28 21:58:28,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11211.0,342 HUMBOLDT STREET,342 HUMBOLDT STREET,AINSLIE STREET,DEVOE STREET,AINSLIE STREET,DEVOE STREET,ADDRESS,BROOKLYN,HUMBOLDT STREET,,Closed,,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",08/28/2022 09:58:28 PM,01 BROOKLYN,3027720006.0,BROOKLYN,1000185.0,199276.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.713628980376136,-73.94251943222545,"(40.713628980376136, -73.94251943222545)",17613.0,36.0,2.0,30.0,56.0,0.6430555555555556,0 days 0 hours 38 minutes 35 seconds,
55231828,2022-08-28 20:51:12,2022-08-31 00:40:35,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,10028.0,"86th Street, East 86th Street, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10028, United States","86th Street, East 86th Street, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10028, United States",,,,,ADDRESS,City of New York,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,08/31/2022 12:40:35 AM,Unspecified MANHATTAN,,MANHATTAN,997602.0,222687.0,MOBILE,Unspecified,MANHATTAN,,,,Q,,,Mezzanine,40.77789056928608,-73.95179032471655,"(40.77789056928608, -73.95179032471655)",12425.0,23.0,4.0,1.0,11.0,51.82305555555556,2 days 3 hours 49 minutes 23 seconds,0.0
55231803,2022-08-28 20:29:51,2022-08-28 22:51:31,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10469.0,3455 BAYCHESTER AVENUE,3455 BAYCHESTER AVENUE,DYRE AVENUE LINE,BOSTON ROAD,DYRE AVENUE LINE,BOSTON ROAD,ADDRESS,BRONX,BAYCHESTER AVENUE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,08/28/2022 10:51:31 PM,12 BRONX,2048870014.0,BRONX,1028961.0,260103.0,MOBILE,Unspecified,BRONX,,,,,,,,40.8804835980725,-73.83831410890232,"(40.8804835980725, -73.83831410890232)",11607.0,29.0,5.0,2.0,30.0,2.361111111111111,0 days 2 hours 21 minutes 40 seconds,0.0
55235777,2022-08-28 20:24:45,2022-08-29 02:11:37,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10009.0,121 ST MARKS PLACE,121 ST MARKS PLACE,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,ADDRESS,NEW YORK,ST MARKS PLACE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,08/29/2022 02:11:37 AM,03 MANHATTAN,1004360036.0,MANHATTAN,988554.0,204236.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.72725628783751,-73.98447148180385,"(40.727256287837506, -73.98447148180385)",11729.0,70.0,4.0,50.0,5.0,5.781111111111112,0 days 5 hours 46 minutes 52 seconds,0.0
55231804,2022-08-28 20:08:22,2022-08-28 21:42:00,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10459.0,1168 SOUTHERN BOULEVARD,1168 SOUTHERN BOULEVARD,EAST 167 STREET,HOME STREET,EAST  167 STREET,HOME STREET,ADDRESS,BRONX,SOUTHERN BOULEVARD,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,08/28/2022 09:42:00 PM,03 BRONX,2027450022.0,BRONX,1014170.0,240890.0,MOBILE,Unspecified,BRONX,,,,,,,,40.82781221671043,-73.89188765865295,"(40.82781221671043, -73.89188765865295)",10937.0,34.0,5.0,43.0,25.0,1.5605555555555557,0 days 1 hours 33 minutes 38 seconds,0.0
55238490,2022-08-28 20:07:39,2022-08-28 20:23:50,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11226.0,CLARKSON AVENUE,CLARKSON AVENUE,CLARKSON AVENUE,NOSTRAND AVENUE,CLARKSON AVENUE,NOSTRAND AVENUE,INTERSECTION,BROOKLYN,,,Closed,,The Department of Homeless Services did not have enough information to act on your request.,08/28/2022 08:23:50 PM,09 BROOKLYN,,BROOKLYN,998105.0,178069.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.655424121152336,-73.95006599184083,"(40.655424121152336, -73.95006599184083)",13510.0,17.0,2.0,11.0,44.0,0.2697222222222222,0 days 0 hours 16 minutes 11 seconds,
55241024,2022-08-28 19:48:26,2022-08-28 20:09:28,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10018.0,523 EIGHTH AVENUE,523 EIGHTH AVENUE,WEST 36 STREET,WEST 37 STREET,WEST   36 STREET,WEST   37 STREET,ADDRESS,NEW YORK,8 AVENUE,,Closed,,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",08/28/2022 08:09:28 PM,04 MANHATTAN,1007600039.0,MANHATTAN,986347.0,213843.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.753625912795016,-73.99243118192516,"(40.753625912795016, -73.99243118192516)",12080.0,12.0,4.0,10.0,8.0,0.3505555555555555,0 days 0 hours 21 minutes 2 seconds,
55231827,2022-08-28 19:28:39,2022-08-31 00:40:27,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,11217.0,"Grand Army Plaza, Flatbush Avenue, Prospect Heights, Brooklyn, Kings County, City of New York, New York, 11217, United States","Grand Army Plaza, Flatbush Avenue, Prospect Heights, Brooklyn, Kings County, City of New York, New York, 11217, United States",,,,,ADDRESS,City of New York,,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",08/31/2022 12:40:27 AM,Unspecified BROOKLYN,,BROOKLYN,992281.0,185284.0,MOBILE,Unspecified,BROOKLYN,,,,2,2 3 platform,,Platform,40.67523489071922,-73.9710473384197,"(40.675234890719224, -73.9710473384197)",13829.0,13.0,2.0,27.0,50.0,53.196666666666665,2 days 5 hours 11 minutes 48 seconds,1.0
55238469,2022-08-28 19:27:48,2022-08-28 22:52:02,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10467.0,610 ALLERTON AVENUE,610 ALLERTON AVENUE,BRONX PARK EAST,BARKER AVENUE,BRONX PARK EAST,BARKER AVENUE,ADDRESS,BRONX,ALLERTON AVENUE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,08/28/2022 10:52:02 PM,11 BRONX,2044270029.0,BRONX,1020197.0,254580.0,MOBILE,Unspecified,BRONX,,,,,,,,40.86536472356372,-73.87003645241214,"(40.865364723563715, -73.87003645241214)",11605.0,59.0,5.0,22.0,32.0,3.403888888888889,0 days 3 hours 24 minutes 14 seconds,0.0
55237184,2022-08-28 19:27:06,2022-08-29 09:51:20,DHS,Department of Homeless Services,Encampment,,Street/Sidewalk,10003.0,141 1 AVENUE,141 1 AVENUE,ST MARKS PLACE,EAST    9 STREET,ST MARKS PLACE,EAST    9 STREET,ADDRESS,NEW YORK,1 AVENUE,,Closed,,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,08/29/2022 09:51:25 AM,03 MANHATTAN,1004500031.0,MANHATTAN,988398.0,204492.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.7279590199663,-73.98503416061826,"(40.7279590199663, -73.98503416061826)",11724.0,70.0,4.0,50.0,5.0,14.403888888888888,0 days 14 hours 24 minutes 14 seconds,1.0
55238483,2022-08-28 19:22:27,2022-08-29 08:45:25,DHS,Department of Homeless Services,Encampment,,Street/Sidewalk,10018.0,528 WEST   39 STREET,528 WEST   39 STREET,AMTRAK-NORTHEAST LINE,LINCOLN TUNNEL EXIT,AMTRAK-NORTHEAST LINE,LINCOLN TUNNEL EXIT,ADDRESS,NEW YORK,WEST   39 STREET,,Closed,,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,08/29/2022 08:45:28 AM,04 MANHATTAN,1007100011.0,MANHATTAN,984718.0,215554.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75832240829805,-73.99831070261772,"(40.75832240829805, -73.99831070261772)",12080.0,12.0,4.0,10.0,6.0,13.382777777777775,0 days 13 hours 22 minutes 58 seconds,1.0
55233175,2022-08-28 19:05:06,2022-08-28 21:12:40,DHS,Department of Homeless Services,Homeless Person Assistance,,Other,10012.0,86 KENMARE STREET,86 KENMARE STREET,MULBERRY STREET,CLEVELAND PLACE,MULBERRY STREET,CLEVELAND PLACE,ADDRESS,NEW YORK,KENMARE STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,08/28/2022 09:12:40 PM,02 MANHATTAN,1004810032.0,MANHATTAN,985163.0,202031.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.72120509742076,-73.99670626166723,"(40.72120509742076, -73.99670626166723)",12075.0,57.0,4.0,32.0,2.0,2.1261111111111117,0 days 2 hours 7 minutes 34 seconds,0.0
55233181,2022-08-28 19:04:41,2022-08-28 20:49:33,DHS,Department of Homeless Services,Homeless Person Assistance,,Park/Playground,10004.0,20 STATE STREET,20 STATE STREET,PETER MINUIT PLACE,PEARL STREET,PETER MINUIT PLACE,PEARL STREET,ADDRESS,NEW YORK,STATE STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,08/28/2022 08:49:33 PM,01 MANHATTAN,,MANHATTAN,980257.0,195430.0,MOBILE,,MANHATTAN,,,,,,,,40.70308606979853,-74.0144012295842,"(40.70308606979853, -74.0144012295842)",11725.0,56.0,4.0,32.0,1.0,1.747777777777778,0 days 1 hours 44 minutes 52 seconds,0.0
55235795,2022-08-28 18:56:38,2022-08-29 09:52:02,DHS,Department of Homeless Services,Encampment,,Store/Commercial,10009.0,1 AVENUE,1 AVENUE,1 AVENUE,EAST   13 STREET,1 AVENUE,EAST   13 STREET,INTERSECTION,City of New York,,,Closed,,"The Department of Homeless Services (DHS) visited the location but could not find the condition you reported. If it still exists, please submit a new Service Request.",08/29/2022 09:52:07 AM,03 MANHATTAN,,MANHATTAN,988942.0,205474.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.73065409813511,-73.98307074289748,"(40.73065409813511, -73.98307074289748)",11724.0,70.0,4.0,50.0,5.0,14.923333333333334,0 days 14 hours 55 minutes 24 seconds,0.0
55241031,2022-08-28 18:56:06,2022-08-29 05:42:00,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,11101.0,"35-09, Northern Boulevard, Queens, City of New York, New York, 11101, United States","35-09, Northern Boulevard, Queens, City of New York, New York, 11101, United States",,,,,ADDRESS,City of New York,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,08/29/2022 05:42:00 AM,Unspecified QUEENS,,QUEENS,1003982.0,213272.0,MOBILE,Unspecified,QUEENS,,,,R,M R to Manhattan,,Platform,40.75203689491522,-73.92878189221653,"(40.75203689491522, -73.92878189221653)",16858.0,39.0,3.0,33.0,72.0,10.765,0 days 10 hours 45 minutes 54 seconds,0.0
55233187,2022-08-28 18:40:31,2022-08-29 05:42:21,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,11373.0,"Grand Avenue-Newtown (M,R), Grand Avenue, Elmhurst, Queens, City of New York, New York, 11373, United States","Grand Avenue-Newtown (M,R), Grand Avenue, Elmhurst, Queens, City of New York, New York, 11373, United States",,,,,ADDRESS,City of New York,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,08/29/2022 05:42:21 AM,Unspecified QUEENS,,QUEENS,1018274.0,207814.0,MOBILE,Unspecified,QUEENS,,,,R,,,Mezzanine,40.73701262197117,-73.87722587461296,"(40.73701262197117, -73.87722587461296)",14784.0,66.0,3.0,5.0,68.0,11.030555555555557,0 days 11 hours 1 minutes 50 seconds,0.0
55237170,2022-08-28 18:36:38,2022-08-28 20:20:23,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10012.0,303 LAFAYETTE STREET,303 LAFAYETTE STREET,JERSEY STREET,EAST HOUSTON STREET,JERSEY STREET,EAST HOUSTON STREET,ADDRESS,NEW YORK,LAFAYETTE STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,08/28/2022 08:20:23 PM,02 MANHATTAN,1005107502.0,MANHATTAN,985468.0,203315.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.72472932997947,-73.99560571145413,"(40.72472932997947, -73.99560571145413)",12075.0,57.0,4.0,32.0,2.0,1.7291666666666667,0 days 1 hours 43 minutes 45 seconds,0.0
55241015,2022-08-28 18:24:06,2022-08-29 10:36:06,DHS,Department of Homeless Services,Encampment,,Street/Sidewalk,10019.0,553 WEST   51 STREET,553 WEST   51 STREET,10 AVENUE,11 AVENUE,10 AVENUE,11 AVENUE,ADDRESS,NEW YORK,WEST   51 STREET,,Closed,,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,08/29/2022 10:36:12 AM,04 MANHATTAN,1010800102.0,MANHATTAN,986157.0,218376.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.76606787922169,-73.99311567359165,"(40.76606787922169, -73.99311567359165)",12081.0,12.0,4.0,10.0,10.0,16.2,0 days 16 hours 12 minutes 0 seconds,1.0
55234481,2022-08-28 18:08:04,2022-09-01 08:49:05,DHS,Department of Homeless Services,Encampment,,Street/Sidewalk,10029.0,1630 PARK AVENUE,1630 PARK AVENUE,PEDRO PETE VELEZ CIRCLE,EAST  116 STREET,PEDRO PETE VELEZ CIRCLE,EAST  116 STREET,ADDRESS,NEW YORK,PARK AVENUE,,Closed,,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,09/01/2022 08:49:10 AM,11 MANHATTAN,1016210036.0,MANHATTAN,999904.0,230384.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.799012989237006,-73.94346062505505,"(40.799012989237006, -73.94346062505505)",12426.0,7.0,4.0,35.0,16.0,86.6836111111111,3 days 14 hours 41 minutes 1 seconds,1.0
55233178,2022-08-28 18:04:02,2022-08-28 20:20:45,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11101.0,23-02 JACKSON AVENUE,23-02 JACKSON AVENUE,23 STREET,PEARSON STREET,23 STREET,PEARSON STREET,ADDRESS,LONG ISLAND CITY,JACKSON AVENUE,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",08/28/2022 08:20:45 PM,02 QUEENS,4000850001.0,QUEENS,999359.0,211025.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.74587855500664,-73.94547258893536,"(40.74587855500664, -73.94547258893536)",16858.0,53.0,3.0,33.0,66.0,2.278611111111111,0 days 2 hours 16 minutes 43 seconds,1.0
55234489,2022-08-28 17:54:48,2022-08-28 20:21:53,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11101.0,23-03 JACKSON AVENUE,23-03 JACKSON AVENUE,23 STREET,PEARSON STREET,23 STREET,PEARSON STREET,ADDRESS,LONG ISLAND CITY,JACKSON AVENUE,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",08/28/2022 08:21:53 PM,02 QUEENS,,QUEENS,999356.0,211030.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.745892283875584,-73.94548340450977,"(40.745892283875584, -73.94548340450977)",16858.0,53.0,3.0,33.0,66.0,2.451388888888889,0 days 2 hours 27 minutes 5 seconds,1.0
55231811,2022-08-28 17:25:07,2022-08-28 20:22:19,DHS,Department of Homeless Services,Homeless Person Assistance,,Other,11219.0,6730 11 AVENUE,6730 11 AVENUE,67 STREET,OVINGTON AVENUE,67 STREET,OVINGTON AVENUE,ADDRESS,BROOKLYN,11 AVENUE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,08/28/2022 08:22:19 PM,10 BROOKLYN,3057650053.0,BROOKLYN,982196.0,167797.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62724028515839,-74.00739957673689,"(40.62724028515839, -74.00739957673689)",17621.0,10.0,2.0,44.0,41.0,2.953333333333333,0 days 2 hours 57 minutes 12 seconds,0.0
55237194,2022-08-28 17:14:24,2022-09-10 09:59:29,DHS,Department of Homeless Services,Encampment,,Subway,10468.0,"Fordham Road, Grand Concourse, Fordham, Bronx County, City of New York, New York, 10468, United States","Fordham Road, Grand Concourse, Fordham, Bronx County, City of New York, New York, 10468, United States",,,,,,City of New York,,,Closed,,"The Department of Homeless Services (DHS) visited the location but could not find the condition you reported. If it still exists, please submit a new Service Request.",09/10/2022 09:59:34 AM,Unspecified BRONX,,BRONX,1012533.0,253087.0,MOBILE,Unspecified,BRONX,,,,D,,,Mezzanine,40.86129477486614,-73.89775131293116,"(40.86129477486614, -73.89775131293116)",10936.0,6.0,5.0,22.0,29.0,304.75138888888887,12 days 16 hours 45 minutes 5 seconds,0.0
55238484,2022-08-28 17:10:10,2022-08-29 09:48:29,DHS,Department of Homeless Services,Encampment,,Street/Sidewalk,10016.0,29 EAST   29 STREET,29 EAST   29 STREET,MADISON AVENUE,PARK AVENUE SOUTH,MADISON AVENUE,PARK AVENUE SOUTH,ADDRESS,NEW YORK,EAST   29 STREET,,Closed,,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,08/29/2022 09:48:35 AM,05 MANHATTAN,1008590026.0,MANHATTAN,988436.0,210514.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74448790448567,-73.98489331096047,"(40.744487904485666, -73.98489331096047)",12078.0,11.0,4.0,50.0,8.0,16.638611111111114,0 days 16 hours 38 minutes 19 seconds,1.0
